DRXFDCD,DRXFCLD
56203076.0,"Oatmeal, regular or quick, made with non-dairy milk, no added fat"
56203077.0,"Oatmeal, regular or quick, made with non-dairy milk, fat added"
56203086.0,"Oatmeal, instant, plain, made with water, no added fat"
56203087.0,"Oatmeal, instant, plain, made with water, fat added"
56203096.0,"Oatmeal, instant, plain, made with milk, no added fat"
56203097.0,"Oatmeal, instant, plain, made with milk, fat added"
56203106.0,"Oatmeal, instant, plain, made with non-dairy milk, no added fat"
56203107.0,"Oatmeal, instant, plain, made with non-dairy milk, fat added"
56203130.0,"Oatmeal, instant, maple flavored, no added fat"
56203135.0,"Oatmeal, instant, maple flavored, fat added"
56203155.0,"Oatmeal, instant, fruit flavored, no added fat"
56203160.0,"Oatmeal, instant, fruit flavored, fat added"
56203555.0,"Oatmeal, reduced sugar"
56203610.0,"Oatmeal, multigrain"
56204000.0,"Quinoa, NS as to fat"
56204005.0,"Quinoa, no added fat"
56204010.0,"Quinoa, fat added"
56205000.0,"Rice, cooked, NFS"
56205001.0,"Rice, white, cooked, NS as to fat"
56205002.0,"Rice, white, cooked, made with oil"
56205004.0,"Rice, white, cooked, made with butter"
56205006.0,"Rice, white, cooked, made with margarine"
56205007.0,"Rice, white, cooked, fat added, NS as to fat type"
56205008.0,"Rice, white, cooked, no added fat"
56205011.0,"Rice, brown, cooked, NS as to fat"
56205012.0,"Rice, brown, cooked, fat added, made with oil"
56205014.0,"Rice, brown, cooked, made with butter"
56205016.0,"Rice, brown, cooked, made with margarine"
56205017.0,"Rice, brown, cooked, fat added, NS as to fat type"
56205018.0,"Rice, brown, cooked, no added fat"
56205050.0,Cream of rice
56205060.0,"Rice, cooked, with milk"
56205070.0,"Rice, sweet, cooked with honey"
56205101.0,Congee
56205130.0,"Yellow rice, cooked, NS as to fat"
56205150.0,"Yellow rice, cooked, no added fat"
56205170.0,"Yellow rice, cooked, fat added"
56205190.0,"Rice, white, cooked, glutinous"
56205205.0,"Rice, wild, 100%, cooked, NS as to fat"
56205210.0,"Rice, wild, 100%, cooked, no added fat"
56205215.0,"Rice, wild, 100%, cooked, fat added"
56205300.0,"Rice, white and wild, cooked, no added fat"
56205310.0,"Rice, brown and wild, cooked, no added fat"
56205320.0,"Rice, white and wild, cooked, fat added"
56205330.0,"Rice, white and wild, cooked, NS as to fat"
56205340.0,"Rice, brown and wild, cooked, fat added"
56205350.0,"Rice, brown and wild, cooked, NS as to fat"
56205410.0,"Rice, white, cooked with fat, Puerto Rican style"
56206990.0,"Cream of wheat, NFS"
56207016.0,"Cream of wheat, regular or quick, made with water, no added fat"
56207017.0,"Cream of wheat, regular or quick, made with water, fat added"
56207030.0,"Cream of wheat, instant, made with water, no added fat"
56207060.0,"Cream of wheat, instant, made with water, fat added"
56207110.0,"Bulgur, no added fat"
56207120.0,"Bulgur, fat added"
56207130.0,"Bulgur, NS as to fat"
56207160.0,"Couscous, plain, cooked"
56207200.0,"Whole wheat cereal, cooked"
56207370.0,"Wheat cereal, chocolate flavored, cooked"
56208500.0,"Oat bran cereal, cooked"
57100100.0,"Cereal, ready-to-eat, NFS"
57103100.0,"Cereal, O's, flavored"
57119000.0,"Cereal, crunch"
57123000.0,"Cereal, O's, plain"
57124200.0,"Cereal, chocolate puffs"
57125000.0,"Cereal, cinnamon toast"
57126000.0,"Cereal, chocolate crispy"
57132000.0,"Cereal, corn squares"
57134000.0,"Cereal, corn flakes, plain"
57137000.0,"Cereal, corn puffs"
57151000.0,"Cereal, rice crispy, plain"
57207000.0,"Cereal, bran flakes, plain"
57214000.0,"Cereal, shredded wheat, flavored"
57216000.0,"Cereal, rice crispy, flavored"
57221700.0,"Cereal, fruit rings"
57223000.0,"Cereal, fruit crispy"
57227000.0,"Cereal, granola"
57237100.0,"Cereal, oat bunches"
57240100.0,"Cereal, corn squares, flavored"
57241000.0,"Cereal, O's, honey nut"
57301600.0,"Cereal, multigrain"
57304100.0,"Cereal, oat squares"
57305150.0,"Cereal, frosted oats with marshmallows"
57308400.0,"Cereal, O's, multigrain"
57329000.0,"Cereal, bran flakes, flavored"
57336000.0,"Cereal, rice squares"
57344000.0,"Cereal, K's, plain"
57344010.0,"Cereal, K's, flavored"
57347000.0,"Cereal, flavored puffs"
57348000.0,"Cereal, corn flakes, flavored"
57401100.0,"Cereal, O's, NFS"
57411000.0,"Cereal, wheat squares"
57412000.0,Wheat germ
57416000.0,"Cereal, plain puffs"
57417000.0,"Cereal, shredded wheat, plain"
57418000.0,"Cereal, wheat flakes"
57420100.0,"Cereal, other, NFS"
57420110.0,"Cereal, other, plain"
57420120.0,"Cereal, other, fruit flavored"
57420130.0,"Cereal, other, chocolate"
57420140.0,"Cereal, other, peanut butter"
57420150.0,"Cereal, other, honey"
57420160.0,"Cereal, reduced sugar"
57601100.0,Wheat bran
57602100.0,"Oats, raw"
57602500.0,"Cereal, oat bran, ready-to-eat"
57801000.0,"Baby Toddler cereal, barley, dry"
57804000.0,"Baby Toddler cereal, oatmeal, dry"
57805000.0,"Baby Toddler cereal, rice, dry"
57805090.0,"Baby Toddler cereal, rice with fruit, dry"
57806000.0,"Baby Toddler cereal, multigrain with fruit, dry"
57806050.0,"Baby Toddler cereal, multigrain, dry"
57806100.0,"Baby Toddler cereal, oatmeal with fruit, dry"
57820000.0,"Baby Toddler cereal, NFS"
57820100.0,"Baby Toddler cereal, rice, ready-to-eat"
57820200.0,"Baby Toddler cereal, oatmeal, ready-to-eat"
57820300.0,"Baby Toddler cereal, multigrain, ready-to-eat"
57822000.0,"Baby Toddler cereal, multigrain with fruit, ready-to-eat"
57823000.0,"Baby Toddler cereal, oatmeal with fruit, ready-to-eat"
57824000.0,"Baby Toddler cereal, rice with fruit, ready-to-eat"
58100360.0,Chilaquiles
58101830.0,Frito pie
58101835.0,Mexican pizza
58101930.0,Taco or tostada salad with meat
58101935.0,Taco or tostada salad with chicken
58101940.0,"Taco or tostada salad, meatless"
58101945.0,Taco or tostada salad with meat and sour cream
58101950.0,Taco or tostada salad with chicken and sour cream
58101955.0,"Taco or tostada salad, meatless with sour cream"
58102000.0,"Taco, NFS"
58102010.0,"Taco, corn tortilla, beef, cheese"
58102020.0,"Taco, corn tortilla, beef, with beans, cheese"
58102030.0,"Taco, corn tortilla, pork, cheese"
58102040.0,"Taco, corn tortilla, pork, with beans, cheese"
58102050.0,"Taco, corn tortilla, chicken, cheese"
58102060.0,"Taco, corn tortilla, chicken, with beans, cheese"
58102070.0,"Taco, corn tortilla, with beans, cheese"
58102110.0,"Taco, flour tortilla, beef, cheese"
58102120.0,"Taco, flour tortilla, beef, with beans, cheese"
58102130.0,"Taco, flour tortilla, pork, cheese"
58102140.0,"Taco, flour tortilla, pork, with beans, cheese"
58102150.0,"Taco, flour tortilla, chicken, cheese"
58102160.0,"Taco, flour tortilla, chicken, with beans, cheese"
58102170.0,"Taco, flour tortilla, with beans, cheese"
58102210.0,"Taco, fish"
58102220.0,"Taco, meat, no cheese"
58102230.0,"Taco, meat, with beans, no cheese"
58102240.0,"Taco, with beans, no cheese"
58102250.0,"Taco, cheese only"
58102300.0,"Burrito, NFS"
58102310.0,"Burrito, beef, cheese"
58102320.0,"Burrito, beef, with rice, cheese"
58102330.0,"Burrito, beef, with beans, cheese"
58102340.0,"Burrito, beef, with beans and rice, cheese"
58102410.0,"Burrito, pork, cheese"
58102420.0,"Burrito, pork, with rice, cheese"
58102430.0,"Burrito, pork, with beans, cheese"
58102440.0,"Burrito, pork, with beans and rice, cheese"
58102510.0,"Burrito, chicken, cheese"
58102520.0,"Burrito, chicken, with rice, cheese"
58102530.0,"Burrito, chicken, with beans, cheese"
58102540.0,"Burrito, chicken, with beans and rice, cheese"
58102605.0,"Burrito, with beans, no cheese"
58102610.0,"Burrito, with beans, cheese"
58102620.0,"Burrito, with beans and rice, cheese"
58102630.0,"Burrito, meat, no cheese"
58102640.0,"Burrito, meat, with rice, no cheese"
58102650.0,"Burrito, meat, with beans, no cheese"
58102660.0,"Burrito, meat, with beans and rice, no cheese"
58102680.0,"Burrito, cheese only"
58102700.0,"Burrito bowl, NFS"
58102710.0,"Burrito bowl, beef or pork"
58102720.0,"Burrito bowl, beef or pork, with rice"
58102730.0,"Burrito bowl, beef or pork, with beans"
58102740.0,"Burrito bowl, beef or pork, with beans and rice"
58102750.0,"Burrito bowl, chicken"
58102760.0,"Burrito bowl, chicken, with rice"
58102770.0,"Burrito bowl, chicken, with beans"
58102780.0,"Burrito bowl, chicken, with beans and rice"
58102790.0,"Burrito bowl, with beans"
58102800.0,"Enchilada, NFS"
58102810.0,"Enchilada, beef"
58102820.0,"Enchilada, pork"
58102830.0,"Enchilada, chicken"
58102840.0,"Enchilada, no meat"
58103100.0,"Tamale, NFS"
58103120.0,"Tamale, beef"
58103125.0,"Tamale, pork"
58103130.0,"Tamale, chicken"
58103250.0,"Tamale, no meat"
58103310.0,Tamale casserole with meat
58104105.0,"Nachos, NFS"
58104120.0,"Nachos, cheese only"
58104130.0,"Nachos, beef or pork"
58104135.0,"Nachos, beef or pork, with beans"
58104150.0,"Nachos, chicken"
58104165.0,"Nachos, chicken, with beans"
58104170.0,"Nachos, with beans"
58104255.0,"Gordita, cheese only"
58104260.0,"Gordita, with beans"
58104290.0,"Gordita, meat"
58104295.0,"Gordita, meat, with beans"
58104500.0,"Chimichanga, meat"
58104520.0,"Chimichanga, with beans"
58104530.0,"Chimichanga, chicken"
58104700.0,"Quesadilla, NFS"
58104710.0,"Quesadilla, cheese only"
58104730.0,"Quesadilla, beef or pork"
58104740.0,"Quesadilla, chicken"
58104750.0,"Quesadilla, with vegetables"
58104760.0,"Quesadilla, beef or pork, with vegetables"
58104770.0,"Quesadilla, chicken, with vegetables"
58104780.0,"Quesadilla, egg"
58104790.0,"Quesadilla, egg, with meat"
58104800.0,"Taquito, cheese only"
58104825.0,"Taquito, beef or pork"
58104835.0,"Taquito, chicken"
58104900.0,"Taquito, egg"
58104990.0,"Fajita, NFS"
58105000.0,"Fajita, chicken"
58105050.0,"Fajita, beef or pork"
58105060.0,"Fajita, shrimp"
58105075.0,"Fajita, vegetable"
58105100.0,"Pupusa, cheese only"
58105105.0,"Pupusa, with beans"
58105110.0,"Pupusa, meat"
58105120.0,"Pupusa, meat, with beans"
58106200.0,"Pizza, cheese, from frozen, thin crust"
58106205.0,"Pizza, cheese, from frozen, thick crust"
58106210.0,"Pizza, cheese, from restaurant or fast food, NS as to type of crust"
58106220.0,"Pizza, cheese, from restaurant or fast food, thin crust"
58106225.0,"Pizza, cheese, from restaurant or fast food, medium crust"
58106230.0,"Pizza, cheese, from restaurant or fast food, thick crust"
58106233.0,"Pizza, cheese, stuffed crust"
58106234.0,"Pizza, cheese, from school lunch, medium crust"
58106235.0,"Pizza, cheese, from school lunch, thin crust"
58106236.0,"Pizza, cheese, from school lunch, thick crust"
58106250.0,"Pizza, extra cheese, thin crust"
58106260.0,"Pizza, extra cheese, thick crust"
58106300.0,"Pizza, cheese, with vegetables, from frozen, thin crust"
58106305.0,"Pizza, cheese with vegetables, from frozen, thick crust"
58106320.0,"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust"
58106325.0,"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust"
58106330.0,"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust"
58106345.0,"Pizza with cheese and extra vegetables, thin crust"
58106347.0,"Pizza with cheese and extra vegetables, medium crust"
58106350.0,"Pizza with cheese and extra vegetables, thick crust"
58106358.0,"Pizza, cheese, with fruit, thin crust"
58106359.0,"Pizza, cheese, with fruit, medium crust"
58106360.0,"Pizza, cheese, with fruit, thick crust"
58106512.0,"Pizza with pepperoni, from frozen, thin crust"
58106514.0,"Pizza with pepperoni, from frozen, medium crust"
58106516.0,"Pizza with pepperoni, from frozen, thick crust"
58106540.0,"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust"
58106550.0,"Pizza with pepperoni, from restaurant or fast food, thin crust"
58106555.0,"Pizza with pepperoni, from restaurant or fast food,  medium crust"
58106560.0,"Pizza with pepperoni, from restaurant or fast food, thick crust"
58106565.0,"Pizza with pepperoni, stuffed crust"
58106570.0,"Pizza with pepperoni, from school lunch, thin crust"
58106578.0,"Pizza, with pepperoni, from school lunch, medium crust"
58106580.0,"Pizza with pepperoni, from school lunch, thick crust"
58106602.0,"Pizza with meat other than pepperoni, from frozen, thin crust"
58106604.0,"Pizza with meat other than pepperoni, from frozen, medium crust"
58106606.0,"Pizza with meat other than pepperoni, from frozen, thick crust"
58106610.0,"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust"
58106620.0,"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust"
58106625.0,"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust"
58106630.0,"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust"
58106633.0,"Pizza, with meat other than pepperoni, stuffed crust"
58106634.0,"Pizza, with meat other than pepperoni, from school lunch, medium crust"
58106635.0,"Pizza, with meat other than pepperoni, from school lunch, thin crust"
58106636.0,"Pizza, with meat other than pepperoni, from school lunch, thick crust"
58106650.0,"Pizza with extra meat, thin crust"
58106655.0,"Pizza with extra meat, medium crust"
58106660.0,"Pizza with extra meat, thick crust"
58106700.0,"Pizza with meat and vegetables, from frozen, thin crust"
58106702.0,"Pizza with meat and vegetables, from frozen, medium crust"
58106705.0,"Pizza with meat and vegetables, from frozen, thick crust"
58106720.0,"Pizza with meat and vegetables, from restaurant or fast food, thin crust"
58106725.0,"Pizza with meat and vegetables, from restaurant or fast food, medium crust"
58106730.0,"Pizza with meat and vegetables, from restaurant or fast food, thick crust"
58106736.0,"Pizza with extra meat and extra vegetables, thin crust"
58106737.0,"Pizza with extra meat and extra vegetables, thick crust"
58106738.0,"Pizza with extra meat and extra vegetables, medium crust"
58106750.0,"Pizza with meat and fruit, thin crust"
58106755.0,"Pizza with meat and fruit, medium crust"
58106760.0,"Pizza with meat and fruit, thick crust"
58106820.0,"Pizza with beans and vegetables, thin crust"
58106830.0,"Pizza with beans and vegetables, thick crust"
58107050.0,"Pizza, no cheese, thin crust"
58107100.0,"Pizza, no cheese, thick crust"
58107205.0,"White pizza, cheese, thin crust"
58107207.0,"White pizza, cheese, thick crust"
58107212.0,"White pizza, cheese, with vegetables, thin crust"
58107214.0,"White pizza, cheese, with vegetables, thick crust"
58107222.0,"White pizza, cheese, with meat, thin crust"
58107224.0,"White pizza, cheese, with meat, thick crust"
58107232.0,"White pizza, cheese, with meat and vegetables, thin crust"
58107234.0,"White pizza, cheese, with meat and vegetables, thick crust"
58108000.0,"Calzone, with cheese, meatless"
58108010.0,"Calzone, with meat and cheese"
58108050.0,Pizza rolls
58109015.0,"Pizza, cheese, whole wheat thin crust"
58109020.0,"Pizza, cheese, whole wheat thick crust"
58109030.0,"Pizza, with meat, whole wheat thin crust"
58109040.0,"Pizza, with meat, whole wheat thick crust"
58109050.0,"Pizza, cheese and vegetables, whole wheat thin crust"
58109060.0,"Pizza, cheese and vegetables, whole wheat thick crust"
58109100.0,"Pizza, cheese, gluten-free thin crust"
58109110.0,"Pizza, cheese, gluten-free thick crust"
58109120.0,"Pizza, with meat, gluten-free thin crust"
58109130.0,"Pizza, with meat, gluten-free thick crust"
58109140.0,"Pizza, cheese and vegetables, gluten-free thin crust"
58109150.0,"Pizza, cheese and vegetables, gluten-free thick crust"
58109210.0,Breakfast pizza with egg
58110110.0,"Egg roll, meatless"
58110120.0,"Egg roll, with shrimp"
58110130.0,"Egg roll, with beef and/or pork"
58110170.0,"Egg roll, with chicken or turkey"
58110200.0,"Roll with meat and/or shrimp, vegetables and rice paper, not fried"
58111110.0,"Wonton, dumpling or pot sticker, fried"
58111120.0,"Wonton, dumpling or pot sticker, fried, no meat"
58111200.0,"Puffs, fried, crab meat and cream cheese filled"
58112510.0,"Wonton, dumpling or pot sticker, steamed"
58116100.0,"Empanada, NFS"
58116115.0,"Empanada, no meat"
58116117.0,"Empanada, beef"
58116120.0,"Empanada, beef, with vegetables"
58116125.0,"Empanada, chicken"
58116130.0,"Empanada, chicken, with vegetables"
58117210.0,"Cornmeal stick, Puerto Rican style"
58117310.0,"Kibby, Puerto Rican style"
58117410.0,Bacalaitos fritos
58117510.0,"Hayacas, Puerto Rican style"
58120110.0,"Crepe, with meat"
58121610.0,Pierogi
58122210.0,"Gnocchi, cheese"
58122220.0,"Gnocchi, potato"
58122320.0,Knish
58123110.0,Bao bun
58123120.0,"Bao bun, no meat"
58124210.0,"Pastry, cheese-filled"
58124220.0,"Pastry, egg and cheese filled"
58124230.0,"Pastry, meat / poultry-filled"
58124250.0,Spanakopita
58124500.0,Samosa
58125110.0,"Quiche with meat, poultry or fish"
58125120.0,"Spinach quiche, meatless"
58125180.0,"Cheese quiche, meatless"
58126100.0,"Turnover or hot pocket, NFS"
58126105.0,"Turnover or hot pocket, meatless"
58126125.0,"Turnover or hot pocket, beef"
58126130.0,"Turnover or hot pocket, ham"
58126150.0,"Turnover or hot pocket, pizza pocket, meat"
58126160.0,"Turnover or hot pocket, pizza pocket"
58126270.0,"Turnover or hot pocket, chicken"
58126275.0,"Turnover, seafood"
58126290.0,Turnover or lean pocket
58126400.0,"Turnover or breakfast pocket, egg"
58128000.0,Biscuit with gravy
58128110.0,Chicken cornbread
58128120.0,Cornmeal dressing with chicken or turkey and vegetables
58128210.0,Dressing with oysters
58128220.0,Dressing with chicken or turkey and vegetables
58128250.0,Dressing with meat and vegetables
58130011.0,Lasagna with meat
58130013.0,"Lasagna with meat, canned"
58130014.0,"Lasagna with meat, from restaurant"
58130015.0,"Lasagna with meat, home recipe"
58130016.0,"Lasagna with meat, frozen"
58130020.0,Lasagna with meat and spinach
58130140.0,Lasagna with chicken or turkey
58130150.0,"Lasagna, with chicken or turkey, and spinach"
58130310.0,"Lasagna, meatless"
58130320.0,"Lasagna, meatless, with vegetables"
58131100.0,"Ravioli, NS as to filling, no sauce"
58131110.0,"Ravioli, NS as to filling, with tomato sauce"
58131120.0,"Ravioli, NS as to filling, with cream sauce"
58131310.0,"Ravioli, meat-filled, no sauce"
58131320.0,"Ravioli, meat-filled, with tomato sauce or meat sauce"
58131323.0,"Ravioli, meat-filled, with tomato sauce or meat sauce, canned"
58131330.0,"Ravioli, meat-filled, with cream sauce"
58131510.0,"Ravioli, cheese-filled, no sauce"
58131520.0,"Ravioli, cheese-filled, with tomato sauce"
58131523.0,"Ravioli, cheese-filled, with tomato sauce, canned"
58131530.0,"Ravioli, cheese-filled, with meat sauce"
58131535.0,"Ravioli, cheese-filled, with cream sauce"
58131590.0,"Ravioli, cheese and spinach-filled, no sauce"
58131600.0,"Ravioli, cheese and spinach-filled, with cream sauce"
